date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,recorddate
20140502T000000,12.8544839322,4,1.75,7.35244110024,9.07107830464,1.0,0,0,4.0,7.35244110024,0.0,1967,,14104 119th Ave NE,Kirkland,WA 98034,USA,
20140502T000000,13.1222633724,4,2.5,7.95857690381,8.11522197256,2.0,0,0,3.0,7.69165682281,6.50727771239,2004,,20120 137th Ave NE,Woodinville,WA 98072,USA,
20140502T000000,13.3847276419,4,2.0,7.50659178007,8.51719319142,1.5,0,1,3.0,7.40245152082,5.19295685089,1945,,7201-7399 55th Ave NE,Seattle,WA 98115,USA,
20140502T000000,12.9945300059,4,2.25,7.67786350068,9.00196227286,1.0,0,0,3.0,6.98471632012,6.98471632012,1966,,12211 SE 65th St,Bellevue,WA 98006,USA,
20140502T000000,13.3455069287,4,2.5,7.94449216393,9.03693891256,2.0,0,0,3.0,7.94449216393,0.0,2014,,17052 4th Ave NE,Shoreline,WA 98155,USA,
20140502T000000,12.8992198261,4,2.5,8.19698792726,10.666254075,1.5,0,0,3.0,7.74066440192,7.19293422122,1979,,5172-5198 Heather Ave SE,Auburn,WA 98092,USA,
20140502T000000,13.3113294769,3,2.5,8.08332860879,10.4088281611,2.0,0,2,3.0,8.08332860879,0.0,1995,,30822 36th Ct SW,Federal Way,WA 98023,USA,
20140502T000000,12.9945300059,2,1.0,6.68461172767,8.48673398393,1.0,0,0,4.0,6.68461172767,0.0,1944,,4801-4899 6th Ave NW,Seattle,WA 98107,USA,
20140502T000000,12.5679341162,3,3.0,7.52294091807,9.9017861059,1.0,0,0,4.0,6.99393297522,6.63331843328,1992,,23017 SE 281st Ct,Maple Valley,WA 98038,USA,
20140502T000000,12.9066918409,3,2.0,7.58069975222,9.48036750919,1.0,0,2,5.0,7.40853056689,5.73657229748,1957,,17825 4th Ave SW,Normandy Park,WA 98166,USA,
20140502T000000,13.5278284855,3,2.5,7.77904864493,8.78722032863,1.0,0,2,4.0,7.27239839257,6.85646198459,1955,,3628 59th Ave SW,Seattle,WA 98116,USA,
20140502T000000,12.7218858108,3,2.25,7.36518012602,9.69369201874,1.0,0,0,4.0,7.36518012602,0.0,1978,,4460 332nd Ave SE,Fall City,WA 98024,USA,
20140502T000000,12.46843691,4,2.0,7.29979736676,9.0624202419,1.0,0,0,4.0,7.29979736676,0.0,1974,,2019 Aberdeen Pl SE,Renton,WA 98055,USA,
20140502T000000,12.6394771223,2,1.0,6.74523634948,8.72810220506,1.0,0,0,4.0,6.74523634948,0.0,1950,,121 NE 147th St,Shoreline,WA 98155,USA,
20140502T000000,12.9944163631,3,2.5,7.47873482557,7.96380795323,2.0,0,0,3.0,7.47873482557,0.0,1990,,4458 51st Ave SW,Seattle,WA 98116,USA,
20140502T000000,12.3673407931,2,1.0,7.09837563859,9.14846496826,1.0,0,0,2.0,7.09837563859,0.0,1949,,7542 21st Ave SW,Seattle,WA 98106,USA,
20140502T000000,12.6603279178,3,1.0,7.0561752841,9.12478248361,1.0,0,0,3.0,7.0561752841,0.0,1968,,15804 198th Pl NE,Woodinville,WA 98077,USA,
20140502T000000,12.9888319848,3,2.25,7.58578882173,10.4659564095,2.0,0,0,4.0,7.58578882173,0.0,1977,,26069 SE 154th St,Issaquah,WA 98027,USA,
20140502T000000,12.9177962117,3,2.5,7.5652752819,9.25531373762,2.0,0,0,3.0,7.5652752819,0.0,1996,,4314 NE 6th Pl,Renton,WA 98059,USA,
20140502T000000,13.0074013589,3,2.5,7.14677217945,7.07326971746,3.0,0,0,3.0,7.14677217945,0.0,2001,,2640 NW 56th St,Seattle,WA 98107,USA,
20140502T000000,13.6387733795,4,2.5,8.10470346837,10.668908882,2.0,0,0,3.0,8.10470346837,0.0,2001,,15712 NE 136th Pl,Redmond,WA 98052,USA,
20140502T000000,13.3534750984,4,2.75,7.90470391387,10.5261317935,2.0,0,0,3.0,7.90470391387,0.0,2000,,26429 SE 154th Pl,Issaquah,WA 98027,USA,
20140502T000000,13.2176735572,3,1.75,7.97590836017,10.4688013616,1.5,0,0,3.0,7.97590836017,0.0,1979,,3923 229th Pl SE,Sammamish,WA 98075,USA,
20140502T000000,13.5985975564,3,2.0,7.90470391387,8.41183267576,1.5,0,0,4.0,7.53902705582,6.72142570079,1929,,6222 30th Ave NE,Seattle,WA 98115,USA,
20140502T000000,12.5567295171,3,1.75,7.49554194388,10.0477177582,1.0,0,0,3.0,7.49554194388,0.0,1968,,32418 NE 50th St,Carnation,WA 98014,USA,
20140502T000000,13.0604879737,5,2.5,7.70074779451,9.17523119486,1.0,0,0,3.0,7.2861917147,6.62007320653,1976,,19334 89th Ave NE,Bothell,WA 98011,USA,
20140502T000000,12.9715404877,4,1.5,7.56008046502,9.21034037198,1.0,0,0,4.0,6.97541392746,6.74523634948,1954,,4071 156th Ave SE,Bellevue,WA 98006,USA,
20140502T000000,13.1052172186,4,1.75,7.69165682281,11.7396784943,1.0,0,2,3.0,7.69165682281,0.0,1968,,36850 204th Ave SE,Auburn,WA 98092,USA,
20140502T000000,13.5734389968,5,3.25,8.2052184264,9.39224517527,2.0,0,2,3.0,8.2052184264,0.0,2006,,7425 Snowberry Ave SE,Snoqualmie,WA 98065,USA,
20140502T000000,12.9856497841,3,2.5,7.47873482557,7.11882624906,3.0,0,0,3.0,7.37775890823,5.13579843705,2007,,1156 N 93rd St,Seattle,WA 98103,USA,
20140502T000000,12.8609986133,3,3.25,7.18538701558,7.19067603433,2.0,0,0,3.0,6.94697599214,5.63478960317,2008,,3400 21st Ave W,Seattle,WA 98199,USA,
20140502T000000,12.5947306353,2,2.5,7.3963352938,7.22110509818,2.0,0,0,3.0,7.15461535691,5.85793315448,2009,,5944-6082 Delridge Way SW,Seattle,WA 98106,USA,
20140502T000000,13.2267233927,4,2.5,8.10470346837,8.77955745588,2.0,0,0,3.0,8.10470346837,0.0,2012,,35229 SE Terrace St,Snoqualmie,WA 98065,USA,
20140502T000000,13.0389600291,3,2.5,7.8935720735,8.61956925803,2.0,0,0,3.0,7.8935720735,0.0,2013,,13800 453rd Ave SE,North Bend,WA 98045,USA,
20140502T000000,13.3455069287,4,3.25,7.91205688818,10.8969985512,1.0,0,0,3.0,7.35244110024,7.06475902779,2007,,9927 174th Ave SE,Renton,WA 98059,USA,
20140502T000000,12.6115377536,3,2.5,7.83991936001,8.52714352227,2.0,0,0,3.0,7.83991936001,0.0,2006,,29734 215th Terrace SE,Kent,WA 98042,USA,
20140503T000000,13.3455069287,4,2.75,7.97933889526,8.79558221696,2.0,0,0,3.0,7.97933889526,0.0,2012,,5608 NE 5th Cir,Renton,WA 98059,USA,
20140503T000000,13.2231132805,2,1.0,6.80239476332,8.51719319142,1.0,0,0,3.0,6.80239476332,0.0,1944,,8053 29th Ave NW,Seattle,WA 98117,USA,
20140503T000000,12.8476106924,3,2.5,7.40853056689,9.55066233175,1.0,0,0,4.0,7.02997291171,6.25382881158,1986,,13256 242nd Pl SE,Issaquah,WA 98027,USA,
20140503T000000,12.6443275765,3,1.0,6.91770560984,9.20482519129,1.0,0,0,4.0,6.91770560984,0.0,1973,,7528 N Fork Rd SE,Snoqualmie,WA 98065,USA,
20140504T000000,13.5606183083,2,2.5,7.8935720735,8.90815361332,1.0,0,0,3.0,7.8935720735,0.0,2004,,13134 234th Ct NE,Redmond,WA 98053,USA,
20140504T000000,12.8076526326,3,2.5,7.69621263935,8.90245559221,1.0,0,0,5.0,7.35883089834,6.44571981939,1988,,13420 SE 182nd St,Renton,WA 98058,USA,
20140504T000000,12.7127396341,4,2.5,7.83597458172,9.20361782622,2.0,0,2,3.0,7.60589000105,6.25382881158,1990,,925 48th Ct,Auburn,WA 98092,USA,
20140504T000000,13.5715263408,3,2.5,7.95507427326,8.87206651341,2.0,0,0,3.0,7.59588991772,6.75693238925,1980,,151 Euclid Ave,Seattle,WA 98122,USA,
20140504T000000,13.3502954455,4,2.0,7.73193072195,8.70118002753,1.0,0,0,3.0,7.03878354139,7.03878354139,1900,,205-206 Euclid Ave,Seattle,WA 98122,USA,
20140505T000000,13.2356920627,3,2.5,7.54960916515,9.07612302986,2.0,0,0,3.0,7.54960916515,0.0,1987,,22314 NE 11th Pl,Sammamish,WA 98074,USA,
20140505T000000,13.7101500423,3,1.0,7.19293422122,11.2641050669,1.0,0,0,3.0,7.19293422122,0.0,1928,1954.0,13615 NE 100th St,Kirkland,WA 98033,USA,
20140505T000000,13.1825173002,2,3.0,7.14677217945,7.06902342658,2.0,0,0,3.0,7.01211529431,5.07517381523,2000,,1411 N 48th St,Seattle,WA 98103,USA,
20140505T000000,13.6303850738,4,3.0,7.68248244653,8.2940496401,2.0,0,0,4.0,7.38398945798,6.32793678373,1982,2011.0,120 31st Ave E,Seattle,WA 98112,USA,
20140505T000000,13.5670491987,4,2.5,7.91205688818,9.23805281054,2.0,0,2,3.0,7.91205688818,0.0,1996,,23140 NE 14th Ct,Sammamish,WA 98074,USA,
20140505T000000,12.3009281765,4,1.5,7.02108396429,8.59914177406,1.0,0,0,3.0,7.02108396429,0.0,1969,2014.0,19009-19021 SE 266th St,Covington,WA 98042,USA,
20140505T000000,12.2548628097,3,1.0,7.20042489294,12.63410779,1.0,0,0,3.0,7.20042489294,0.0,1953,,17827 Mountain View Rd NE,Duvall,WA 98019,USA,
20140505T000000,13.5344730282,4,2.5,7.65917136767,9.23033905848,1.0,0,0,4.0,7.39018142823,6.21460809842,1960,,12645 SE 27th St,Bellevue,WA 98005,USA,
20140505T000000,13.4664919437,3,2.5,7.82003798946,8.37632063253,2.0,0,0,3.0,7.82003798946,0.0,2003,,3187 NE Larkspur Ln,Issaquah,WA 98029,USA,
20140505T000000,13.3487018196,4,2.25,7.59588991772,8.95053283629,1.0,0,0,3.0,7.09837563859,6.65929391968,1973,,18915 SE 42nd Pl,Issaquah,WA 98027,USA,
20140505T000000,13.6704847859,4,3.0,8.21338173703,9.19948162864,2.0,0,0,3.0,8.21338173703,0.0,1998,,1765 267th Ct SE,Sammamish,WA 98075,USA,
20140505T000000,13.2707833825,2,1.0,7.83991936001,8.85366542804,1.0,0,0,5.0,7.18538701558,7.10660613773,1942,,8624 Island Dr S,Seattle,WA 98118,USA,
20140505T000000,12.9239124387,3,2.25,7.49554194388,10.5106410199,1.0,0,0,4.0,7.21523997873,6.08677472691,1978,,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA,
20140505T000000,13.0919041699,4,3.0,7.75790620835,8.86049916762,1.0,0,0,4.0,7.20042489294,6.90775527898,1979,,14319 85th Pl NE,Kirkland,WA 98034,USA,
20140505T000000,12.8992198261,2,1.75,7.65444322647,9.16104508025,1.0,0,0,2.0,7.65444322647,0.0,1948,,2120 NE 168th St,Shoreline,WA 98155,USA,
20140505T000000,13.2158537205,2,1.0,7.03878354139,8.59415423255,1.0,0,0,5.0,7.03878354139,0.0,1908,,209 30th Ave E,Seattle,WA 98112,USA,
20140505T000000,13.337474757,3,1.75,7.29979736676,7.68937110753,2.5,0,0,3.0,7.29979736676,0.0,2005,,10512 128th Ave NE,Kirkland,WA 98033,USA,
20140505T000000,12.9116423461,2,3.0,7.25134498337,7.1228666586,2.0,0,0,3.0,7.03878354139,5.598421959,2006,,9126 45th Ave SW,Seattle,WA 98136,USA,
20140505T000000,12.3544926506,2,1.0,7.09007683578,8.99504097469,1.0,0,0,4.0,7.09007683578,0.0,1958,,20220 8th Ave S,Des Moines,WA 98198,USA,
20140505T000000,13.5934489212,5,2.5,8.06463647577,9.53285855926,2.0,0,0,4.0,8.06463647577,0.0,1990,,11821 NE 48th Pl,Kirkland,WA 98033,USA,
20140505T000000,13.3847276419,3,1.5,7.67786350068,9.10497985632,1.0,0,2,4.0,7.2442275156,6.63331843328,1949,,13026 10th Ave NW,Seattle,WA 98177,USA,
20140505T000000,13.6207114797,6,1.75,7.97933889526,8.51719319142,2.5,0,0,4.0,7.93020620668,4.94164242261,1908,,125 29th Ave,Seattle,WA 98122,USA,
20140505T000000,13.5541457938,3,2.0,7.76217060714,8.64822145382,1.5,0,0,4.0,7.50108212426,6.29156913956,1939,,2171 Boyer Ave E,Seattle,WA 98112,USA,
20140505T000000,13.1692469633,3,1.75,7.35244110024,8.61613313927,1.0,0,0,4.0,6.65929391968,6.65929391968,1944,,3434 33rd Ave W,Seattle,WA 98199,USA,
20140505T000000,13.2014055847,5,2.75,7.91571319938,9.03907744254,1.0,0,0,4.0,7.22256601882,7.22256601882,1960,,5211 116th Pl SE,Bellevue,WA 98006,USA,
20140505T000000,13.4150329914,3,2.5,7.4265490724,7.60090245954,3.0,0,0,3.0,7.4265490724,0.0,1909,1998.0,3503 NE 44th St,Seattle,WA 98105,USA,
20140505T000000,12.8607388393,5,2.5,8.03592636989,9.45328655059,1.0,0,0,3.0,7.46737106692,7.20042489294,1968,,114 SW 292nd St,Federal Way,WA 98023,USA,
20140505T000000,12.9143547137,3,2.25,7.25134498337,7.1944368511,3.0,0,0,3.0,7.25134498337,0.0,2005,,8536 Interlake Ave N,Seattle,WA 98103,USA,
20140505T000000,14.1484049732,5,3.5,8.2965465203,9.04899722157,2.0,0,1,5.0,7.95507427326,7.0561752841,1971,,3930 NE Belvoir Pl,Seattle,WA 98105,USA,
20140505T000000,13.5096645149,4,2.5,8.06463647577,9.99442454753,2.0,0,3,3.0,8.06463647577,0.0,2000,,17132 SE 100th St,Renton,WA 98059,USA,
20140505T000000,12.1226910366,3,1.75,7.30653139894,9.22276289197,1.0,0,0,4.0,7.30653139894,0.0,1962,,3911 S 328th St,Federal Way,WA 98001,USA,
20140505T000000,13.2533916398,3,2.25,7.60589000105,8.69951474821,1.0,0,0,3.0,7.19293422122,6.52209279817,1975,,10204 168th Pl NE,Redmond,WA 98052,USA,
20140505T000000,13.5759835274,3,1.75,7.19293422122,8.92265829952,1.0,0,0,3.0,7.19293422122,0.0,1961,,218 109th Ave SE,Bellevue,WA 98004,USA,
20140505T000000,12.7007688874,4,2.5,7.77064523413,8.77955745588,2.0,0,0,3.0,7.77064523413,0.0,1998,,12621 SE 300th Way,Auburn,WA 98092,USA,
20140505T000000,12.9831013101,5,2.0,7.5175208506,9.13129716464,1.0,0,0,4.0,7.33953769541,5.70378247466,1942,1958.0,14013 Ashworth Ave N,Seattle,WA 98133,USA,
20140505T000000,13.1203613747,4,2.5,7.97590836017,8.77632145645,2.0,0,0,3.0,7.97590836017,0.0,2006,,34010 SE Sorenson St,Snoqualmie,WA 98065,USA,
20140505T000000,13.1243613801,4,1.0,7.63530388626,8.92518842938,1.0,0,0,3.0,7.0561752841,6.81344459951,1963,,2506 166th Ave NE,Bellevue,WA 98008,USA,
20140505T000000,13.4075423196,4,2.5,7.93737469616,8.68270762989,1.0,0,0,3.0,7.41457288135,7.03878354139,1963,,7052 39th Ave NE,Seattle,WA 98115,USA,
20140505T000000,13.9016882542,4,2.5,8.37562962709,11.8605495734,2.5,0,0,3.0,8.37562962709,0.0,1992,,8814 218th Ave NE,Redmond,WA 98053,USA,
20140505T000000,12.8992198261,2,1.0,6.73340189184,8.61431990215,1.0,0,0,3.0,6.73340189184,0.0,1955,,4515 SW Trenton St,Seattle,WA 98136,USA,
20140505T000000,12.3013828253,4,1.5,7.1228666586,9.16951837746,1.0,0,0,3.0,7.1228666586,0.0,1971,,4924 SW 314th Pl,Federal Way,WA 98023,USA,
20140505T000000,13.3955914929,4,1.0,7.23705902612,8.35231854823,1.0,0,0,3.0,6.95654544315,5.82894561761,1924,,4312 Woodlawn Ave N,Seattle,WA 98103,USA,
20140505T000000,12.6441662731,4,2.75,7.74500280352,8.51719319142,2.0,0,0,3.0,7.74500280352,0.0,2006,,22912 SE 268th Pl,Maple Valley,WA 98038,USA,
20140505T000000,12.6115377536,3,2.0,6.95654544315,9.21751457572,1.0,0,0,3.0,6.95654544315,0.0,1986,,27106 NE Miller St,Duvall,WA 98019,USA,
20140505T000000,13.1728435413,5,1.75,7.84384863815,11.182669865,1.0,0,0,5.0,7.50108212426,6.6066501862,1960,,13129 195th Pl SE,Issaquah,WA 98027,USA,
20140505T000000,13.5144054652,4,1.75,7.60589000105,8.18868912444,1.5,0,0,3.0,7.60589000105,0.0,1902,,1014 W Garfield St,Seattle,WA 98119,USA,
20140505T000000,12.7367008966,5,1.0,7.02108396429,9.10742131797,1.5,0,0,4.0,7.02108396429,0.0,1962,,14150 75th Ave NE,Kirkland,WA 98034,USA,
20140505T000000,13.6588567479,4,2.75,7.86326672401,8.5923006639,1.0,0,0,4.0,7.17011954345,7.17011954345,1960,,2120 31st Ave W,Seattle,WA 98199,USA,
20140505T000000,12.8960899331,3,2.5,7.70975686445,8.2940496401,2.0,0,0,3.0,7.70975686445,0.0,1954,,2601 21st Ave S,Seattle,WA 98144,USA,
20140505T000000,12.2356314478,2,1.0,6.69703424767,8.87598589133,1.0,0,0,5.0,6.69703424767,0.0,1944,,12807 7th Ave S,Burien,WA 98168,USA,
20140505T000000,13.8450693602,5,2.75,8.06777619578,9.73625163316,1.0,0,3,3.0,7.43248380792,7.31322038709,1976,,4529 135th Ave SE,Bellevue,WA 98006,USA,
20140505T000000,13.3046849342,3,1.75,7.42057890541,10.5875687611,1.0,0,0,4.0,7.42057890541,0.0,1976,1992.0,1804 E Beaver Lake Dr SE,Sammamish,WA 98075,USA,
20140505T000000,12.8477949441,4,1.75,7.58578882173,9.14729407026,1.0,0,0,5.0,7.03878354139,6.72142570079,1960,,1701 N 204th Pl,Shoreline,WA 98133,USA,
20140505T000000,12.5672374947,3,1.0,7.27931883541,8.69951474821,1.0,0,0,4.0,7.27931883541,0.0,1953,,8681 Beacon Ave S,Seattle,WA 98118,USA,
20140505T000000,14.6396860009,7,8.0,9.51340354647,12.6370495428,3.0,0,4,3.0,9.14952823258,8.32603268596,1999,,26408 NE 70th St,Redmond,WA 98053,USA,
20140505T000000,12.6441662731,3,2.5,7.53902705582,8.96673897876,2.0,0,0,3.0,7.53902705582,0.0,1994,,17717 113th Pl SE,Renton,WA 98055,USA,
20140505T000000,13.3046849342,3,1.75,7.53902705582,8.75778365633,1.0,0,0,4.0,6.94697599214,6.73340189184,1945,,8040 39th Ave NE,Seattle,WA 98115,USA,
20140505T000000,12.9432367115,3,2.0,7.25134498337,8.70450228972,1.5,0,0,4.0,7.25134498337,0.0,1930,,901 N 97th St,Seattle,WA 98103,USA,
20140505T000000,13.0153348046,4,2.0,7.29979736676,8.25426877009,1.5,0,0,5.0,7.29979736676,0.0,1928,,519 N 104th St,Seattle,WA 98133,USA,
20140505T000000,12.7066964068,2,1.0,7.03878354139,8.56598335559,1.5,0,0,4.0,7.03878354139,0.0,1949,,14017 Roslyn Pl N,Seattle,WA 98133,USA,
20140505T000000,12.4090134895,3,1.75,7.56008046502,9.1384146324,1.0,0,0,3.0,6.90775527898,6.82437367004,1984,,30001-30021 55th Pl S,Auburn,WA 98001,USA,
20140505T000000,13.2158537205,4,2.5,7.97590836017,8.75431854025,2.0,0,0,3.0,7.97590836017,0.0,2008,,16026 SE 137th Terrace,Renton,WA 98059,USA,
20140505T000000,13.5923670067,3,2.5,8.08332860879,8.96916013318,2.0,0,0,3.0,8.08332860879,0.0,1994,,22721-22727 SE 27th St,Sammamish,WA 98075,USA,
20140505T000000,12.4290161768,3,2.0,7.34601020991,9.6184685975,1.0,0,0,4.0,7.34601020991,0.0,1958,,18027 SE 128th St,Renton,WA 98059,USA,
20140505T000000,12.2548628097,5,2.0,7.62559507213,9.23014299927,1.0,0,0,3.0,7.26542972325,6.42971947804,1956,,20927-20999 2nd Ave S,Des Moines,WA 98198,USA,
20140505T000000,13.1169487447,6,2.75,8.07090608879,9.12695876304,1.0,0,2,4.0,7.37775890823,7.37775890823,1953,,12271 Marine View Dr SW,Burien,WA 98146,USA,
20140505T000000,14.1696823717,2,2.5,7.70526247487,8.2940496401,2.0,0,0,3.0,7.70526247487,0.0,2000,,1857 41st Ave E,Seattle,WA 98112,USA,
20140505T000000,13.2793671262,2,1.0,7.47873482557,9.0641578618,1.5,0,0,3.0,7.32646561384,5.52146091786,1949,,353 NW 88th St,Seattle,WA 98117,USA,
20140505T000000,13.3293775468,4,1.75,7.74066440192,9.36734412079,1.0,0,0,4.0,7.58069975222,5.82894561761,1977,,18427 NE 26th Way,Redmond,WA 98052,USA,
20140505T000000,13.3350524708,3,2.0,7.49554194388,8.51719319142,1.0,0,0,4.0,6.98471632012,6.57925121201,1942,,2803 NE 62nd St,Seattle,WA 98115,USA,
20140505T000000,13.0972199132,4,1.75,7.60589000105,9.12815370099,1.0,0,0,3.0,7.29301767977,6.29156913956,1977,,13313 127th Pl NE,Kirkland,WA 98034,USA,
20140505T000000,13.141969907,3,2.5,7.48997089883,7.90100705199,2.0,0,0,3.0,7.48997089883,0.0,2010,,4532 185th Ave SE,Issaquah,WA 98027,USA,
20140505T000000,13.3560511426,4,2.5,7.79975331829,8.80252249828,2.0,0,0,3.0,7.79975331829,0.0,2014,,9288-9358 Holman Rd NW,Seattle,WA 98117,USA,
20140505T000000,13.2267233927,3,2.5,7.57044325206,8.07433769409,2.0,0,0,3.0,7.57044325206,0.0,2009,,4509 185th Ave SE,Issaquah,WA 98027,USA,
20140505T000000,12.7367008966,2,1.5,7.0561752841,7.27100853828,2.0,0,0,3.0,7.0561752841,0.0,2001,,1318 29th Ave S,Seattle,WA 98144,USA,
20140505T000000,13.6291809798,4,2.5,8.1315307106,9.17905608194,2.0,0,0,3.0,8.1315307106,0.0,2007,,12001 173rd Pl NE,Redmond,WA 98052,USA,
20140505T000000,13.6989767417,4,4.25,8.39389497507,8.65695513379,2.0,0,0,3.0,8.13446757028,6.91770560984,2006,,842 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,
20140505T000000,12.812435696,3,3.0,7.35946763826,7.60936653795,3.0,0,0,3.0,7.35946763826,0.0,2008,,14359 19th Ave NE,Seattle,WA 98125,USA,
20140505T000000,12.9360337992,3,2.25,7.39018142823,6.90575327631,2.5,0,0,3.0,7.33953769541,4.38202663467,2010,,935 4th Ave NE,Issaquah,WA 98029,USA,
